App.,Taxon,Term,Unit,Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
I,Panthera pardus,derivatives,g,MY,,,,,,,,,,,115,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,g,TW,,,,,,,562,,,,,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,kg,CN,,,,,,,,0.04,0.026,2.9562,11.35,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,kg,ID,,,,,,,,,0.036,,,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,AU,,,,,,,,,4,,,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,CA,154,64,38,,143,,61,,,,1,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,CH,,,,,,,,,,10,1,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,CI,,,,,,,5,,,,,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,CN,379,497,319,774,1208,1213,1374,2237.5,1484,1548,778,1392,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,DE,,,,,,,1,3,,,,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,DK,,30,52,25,20,10,10,640,,,,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,EE,,10,30,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,FR,,,,,,,,,,,,,2,,,,,,,,,,,,
I,Panthera pardus,derivatives,,GB,,,,,,,,,6,,,,,1,,,,,,,,,,,
I,Panthera pardus,derivatives,,HK,80,46,2,29,166,5,30,24,65,6,25,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,HR,,,,10,10,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,HU,,,,10,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,ID,,,,,,,,,2,,,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,JP,2,,,2,,477,,1,,,,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,KH,,112,,,,,,49,24,,7,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,KM,100,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,KR,,,,,2,30,7,,,2,,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,KW,,,,,,10,10,,,,,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,LA,,,,,,,10,,,,,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,LV,,20,10,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,MC,,,,,,,,,,,,,,,,,,1,,,,,,,
I,Panthera pardus,derivatives,,MY,6,36,,,1,,,,13,2,,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,NG,,,,,,,,3,,,,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,PH,,,,,,,13,6,,,,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,PT,,,,,,,,3,,,,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,RU,,,160,,,,,,,,1,,,,,,,1,,,,,,,
I,Panthera pardus,derivatives,,SG,,,,,,,,,62,2,,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,SK,,,,35,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,SL,,,,,,,,5,,,,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,TH,,12,,,,,,,16,,,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,TW,34,,19,,76,,13,,,,,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,UA,,,,,10,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,US,,,,,,,,,,,,,,,1,,,,,,,,,,
I,Panthera pardus,derivatives,,VN,108,18,,90,149,45,37,60,20,3,,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,XX,81,183,110,231,12,1680,199,114,26,,2,,,,,,,,,,,,,,
I,Panthera pardus,derivatives,,ZA,,,,,,,,,,20,6,50,,,,2,,,,,,,,,
I,Panthera pardus,derivatives,,ZW,,,,,,,,1,,,,,,,,,,,,,,,,,
I,Panthera pardus,feet,,TZ,,,,,,,2,,,,,,,,,,,,,,,,,,
I,Panthera pardus,feet,,ZA,20,,,,,,,,29,,,,,,,,,,,,,,,,
I,Panthera pardus,feet,,ZW,,,,,,,,,,,,,4,,,2,,,,,,,,,
I,Panthera pardus,fur product (small),,CA,,,,,,,,,,,,,,,,,1,,,,,,,,
I,Panthera pardus,fur product (small),,FR,,,,,,,,,,,,,,,,,1,,,,,,,,
I,Panthera pardus,fur product (small),,GB,,,,,,,,,,,,,,,,,,,1,,,,,,
I,Panthera pardus,fur product (small),,KE,,,,,,,,,,,,,,,,,,2,,,,,,,
I,Panthera pardus,fur product (small),,US,,,,,,,,,,,,,,,,,,1,1,,,,,,
I,Panthera pardus,garments,Number of specimens,BE,,,,,,,,,,,,,,,,,,,,1,,,,,
I,Panthera pardus,garments,Number of specimens,DE,,,,,,,,,,,,,,,,,,,,,,,1,,
I,Panthera pardus,garments,Number of specimens,GB,,,,,,,,,,,,,,,,,,,,1,,,1,,
I,Panthera pardus,garments,Number of specimens,ZA,,,,,,,,,,,,,,,,,,,,1,,,,,
I,Panthera pardus,garments,,AR,,,,,,,2,,,,,,,,,,,,,,,,,,
I,Panthera pardus,garments,,AT,,,,,,,,1,,,,,,,,,,,,,,,,,
I,Panthera pardus,garments,,AU,,,,,,,,,,,,,1,,,,,,,,,,,,
I,Panthera pardus,garments,,BR,,,,,,,,,,2,,,,,,,,,,,,,,,
I,Panthera pardus,garments,,CA,,,,,,,,,,2,3,,,,,,,,,,,,,,
I,Panthera pardus,garments,,CH,2,,,,2,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,garments,,DE,,,1,,,,,,,,,,,1,,1,,,,,,,,,
I,Panthera pardus,garments,,DK,,,,,,,,,,,,,,1,,,,,,,,,,,
I,Panthera pardus,garments,,ES,,,,,1,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,garments,,FR,,1,,,1,1,,,,2,2,,1,,,,,,,,,,,,
I,Panthera pardus,garments,,GB,,,,,,,,,,,,,2,1,1,1,1,,,1,,,,,
I,Panthera pardus,garments,,IT,,,,,1,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,garments,,MX,,,,,,,,1,,,,,,,,,,,,,,,,,
I,Panthera pardus,garments,,NZ,,1,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,garments,,US,,,,,,,,,1,,,,,2,,,,,,,,,,,
I,Panthera pardus,garments,,ZA,,,4,,,1,,,,,1,,1,,1,,,1,,,,,,,
I,Panthera pardus,hair,kg,DJ,,,,,,0.486,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,hair,kg,RU,,,,,,,,,0.2,,,,,,,,,,,,,,,,
I,Panthera pardus,hair,,AE,,,,,,,,,,,,,,,,,,20,,,,,,,
I,Panthera pardus,hair,,BW,,,,,,,6,,,,,,,,,,,,,,,,,,
I,Panthera pardus,hair,,DE,,1,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,hair,,GB,,,,,,,,,,,,,,1,,,,,,,,,,,
I,Panthera pardus,hair,,KH,,,,,,,,,,,,2,,,,,,,,,,,,,
I,Panthera pardus,hair,,LR,,,,,,,,,,,,,,,1,,,,,,,,,,
I,Panthera pardus,hair,,ML,,,,,,,,,,,,,,,,,1,,,,,,,,
I,Panthera pardus,hair,,NA,,,,,,,,,,,,,,,1,20,,,,,,,,,
I,Panthera pardus,hair,,SZ,1,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,hair,,TZ,,,,,,,,,10,,,,,,,,,,,,,,,,
I,Panthera pardus,hair,,US,,,,,,,,,,,,,2,,,,,,,,,,,,
I,Panthera pardus,hair,,ZA,,,,,,,,,,209,,,,,,,,,,,,,,,
I,Panthera pardus,hair,,ZM,,,,,,,,,,,,,,7,,,,,,,,,,,
I,Panthera pardus,hair products,,NG,,,,,,,,,,,,,1,,,,,,,,,,,,
I,Panthera pardus,jewellery,,US,,,,,,,,,,,,,,,,,1,,,,,,,,
I,Panthera pardus,leather products (large),,AU,1,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,leather products (large),,CA,,,,,,,,,,,1,,,,,,,,,,,,,,
I,Panthera pardus,leather products (large),,CH,4,,1,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,leather products (large),,FR,,,,,,,,,,1,,,,,,,1,,,2,,,,,
I,Panthera pardus,leather products (large),,GB,,,,,,,,,,,,,1,,,,,,,,,,,,
I,Panthera pardus,leather products (large),,MC,,,,,,,,,,,,,,,,,,1,,,,,,,
I,Panthera pardus,leather products (large),,ZA,,,,,,,,,,1,,,,,,,,,,,,,,,
I,Panthera pardus,leather products (large),,ZW,1,,,,,,8,,,,,,,,,,,,,,,,,,
I,Panthera pardus,leather products (small),Number of specimens,GB,,,,,,,,,,,,,,,,,,,,,,,1,,
I,Panthera pardus,leather products (small),Number of specimens,SD,,,,,,,,,,,,,,,,,,,,2,,,,,
I,Panthera pardus,leather products (small),,AE,,,,,,,,1,,1,1,,,,,,,,,,,,,,
I,Panthera pardus,leather products (small),,AU,,,,,,,,1,,,,,,1,,,,,,,1,,,,
I,Panthera pardus,leather products (small),,CH,,,1,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,leather products (small),,CN,,,,,,,,,,,,,,260,,,,,,,,,,,
I,Panthera pardus,leather products (small),,DE,,,,,,,,,,,,,,,,,,,,,1,,,,
I,Panthera pardus,leather products (small),,FR,,,,,,,,,,1,,,,,,,,,,,,,,,
I,Panthera pardus,leather products (small),,GB,,,2,,,3,,2,,,,,2,,,,,,,,,,,,
I,Panthera pardus,leather products (small),,GH,,,,,,,,,1,,,,,,,,,,,,,,,,
I,Panthera pardus,leather products (small),,IR,,,,,,,,,,,,1,,,,,,,,,,,,,
I,Panthera pardus,leather products (small),,LR,,,,,,,,,,,,1,,,,,,,,,,,,,
I,Panthera pardus,leather products (small),,LY,,,,,,,,,,,1,,,,,,,,,,,,,,
I,Panthera pardus,leather products (small),,NA,,,,,,,,,,,,,,,,,,,20,,,,,,
I,Panthera pardus,leather products (small),,NZ,,,,,,,,,,,,,1,,,,,,,,,,,,
I,Panthera pardus,leather products (small),,SD,,,,,,,,,,,4,,,,,,,,,,,,,,
I,Panthera pardus,leather products (small),,US,1,,1,,,,,,,1,,,,,,,,,,,,,,,
I,Panthera pardus,leather products (small),,ZA,9,1,,3,,,2,,1,,,,,1,,,,,,,,5,,,
I,Panthera pardus,leather products (small),,ZW,4,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,Number of specimens,AE,,,,,,,,,,,,,,,,,,,,,,,1,11,
I,Panthera pardus,live,Number of specimens,BE,,,,,,,,,,,,,,,,,,,,,,,,1,
I,Panthera pardus,live,Number of specimens,BG,,,,,,,,,,,,,,,,,,,,,,,,,1
I,Panthera pardus,live,Number of specimens,BH,,,,,,,,,,,,,,,,,,,,,,,2,,
I,Panthera pardus,live,Number of specimens,CU,,,,,,,,,,,,,,,,,,,,,,1,,,
I,Panthera pardus,live,Number of specimens,CZ,,,,,,,,,,,,,,,,,,,,,3,2,1,4,
I,Panthera pardus,live,Number of specimens,DE,,,,,,,,,,,,,,,,,,,,,,2,5,4,
I,Panthera pardus,live,Number of specimens,DK,,,,,,,,,,,,,,,,,,,,,,,,1,
I,Panthera pardus,live,Number of specimens,ES,,,,,,,,,,,,,,,,,,,1,1,,,,1,
I,Panthera pardus,live,Number of specimens,FR,,,,,,,,,,,,,,,,,,,1,,,1,2,4,
I,Panthera pardus,live,Number of specimens,GB,,,,,,,,,,,,,,,,,,,,,,2,2,2,
I,Panthera pardus,live,Number of specimens,HU,,,,,,,,,,,,,,,,,,,,,,1,,,
I,Panthera pardus,live,Number of specimens,ID,,,,,,,,,,,,,,,,,,,,,1,,,,
I,Panthera pardus,live,Number of specimens,IT,,,,,,,,,,,,,,,,,,,,,2,,2,,
I,Panthera pardus,live,Number of specimens,KG,,,,,,,,,,,,,,,,,,,,,,1,2,,
I,Panthera pardus,live,Number of specimens,KR,,,,,,,,,,,,,,,,,,,,,2,,,,
I,Panthera pardus,live,Number of specimens,KZ,,,,,,,,,,,,,,,,,,,,,,,,1,
I,Panthera pardus,live,Number of specimens,MT,,,,,,,,,,,,,,,,,,,,,,2,,,
I,Panthera pardus,live,Number of specimens,MX,,,,,,,,,,,,,,,,,,,,,,14,23,,
I,Panthera pardus,live,Number of specimens,RU,,,,,,,,,,,,,,,,,,,,,,,,1,
I,Panthera pardus,live,Number of specimens,SA,,,,,,,,,,,,,,,,,,,,,,,,2,
I,Panthera pardus,live,Number of specimens,SE,,,,,,,,,,,,,,,,,,,,,2,,,,
I,Panthera pardus,live,Number of specimens,TZ,,,,,,,,,,,,,,,,,,,,,,1,,,
I,Panthera pardus,live,Number of specimens,UA,,,,,,,,,,,,,,,,,,,,,,,1,,
I,Panthera pardus,live,Number of specimens,UZ,,,,,,,,,,,,,,,,,,,,,,,2,,
I,Panthera pardus,live,Number of specimens,XX,,,,,,,,,,,,,,,,,,,,,,,1,,
I,Panthera pardus,live,Number of specimens,YE,,,,,,,,,,,,,,,,,,,,,,1,,,
I,Panthera pardus,live,Number of specimens,ZA,,,,,,,,,,,,,,,,,,,,,,,11,23,
I,Panthera pardus,live,,AE,,,1,1,,,2,,1,2,5,3,1,6,,2,2,1,,4,,4,9,,
I,Panthera pardus,live,,AM,,,,,,,,,,,,,,,,,,1,,,,,,,
I,Panthera pardus,live,,AN,,,1,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,AU,4,,,,,,,,,,,,,,,,,,1,,,,,,
I,Panthera pardus,live,,AZ,,,,,1,,,,,,,,,1,,,,,,,,,,,
I,Panthera pardus,live,,BE,,2,1,4,1,4,1,1,,1,,2,2,6,,,,1,2,,,,,,
I,Panthera pardus,live,,BG,,,2,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,BW,,,,,,,,,,,4,,,,,,,,,,,,,,
I,Panthera pardus,live,,BY,,,,,,,,,,4,6,,,1,1,,,,,,,,,,
I,Panthera pardus,live,,CA,2,8,24,15,2,,,2,1,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,CH,2,1,2,1,2,,3,,3,2,,,,1,,,,,,,,,,,
I,Panthera pardus,live,,CL,,,,,,,,,,1,,,,,,,,,,,,,,,
I,Panthera pardus,live,,CN,,,,,1,3,,,,,,,,,,3,,,6,,,,,,
I,Panthera pardus,live,,CR,2,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,CS,,,,,1,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,CU,2,2,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,CY,,,,,,,,,,3,,,,,,,,,,,,,,,
I,Panthera pardus,live,,CZ,1,4,3,2,2,2,,2,3,1,1,2,3,5,,5,2,1,5,,,2,6,4,
I,Panthera pardus,live,,DE,4,3,4,4,1,2,2,1,,1,3,7,4,1,,2,4,1,1,,,,6,,2
I,Panthera pardus,live,,DK,1,,2,,1,,3,,,,,1,,2,3,,,,,,,,,,
I,Panthera pardus,live,,DZ,,,,,,,1,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,EE,,,,,,,,,,1,,1,1,2,,,1,,,,,,,,
I,Panthera pardus,live,,EG,,,,,,,,,,,,,,,,,,,,,,,8,,
I,Panthera pardus,live,,ES,,,,,,,,,,,1,1,,,4,2,,,,3,,,,,
I,Panthera pardus,live,,FI,,,,,,,,,,,,,,,,,,1,,,,,,,
I,Panthera pardus,live,,FR,,3,,2,5,2,4,3,6,1,1,1,2,2,5,5,4,,1,1,,,2,,
I,Panthera pardus,live,,GA,,,,,,,,,,,,,,4,4,,,,,,,,,,
I,Panthera pardus,live,,GB,2,,,,,1,2,1,2,,,1,1,,,1,1,1,,,,,1,1,
I,Panthera pardus,live,,GE,,1,,,,,,,,,,,,1,1,,,,,,,,,,
I,Panthera pardus,live,,GR,,,,,,,,,,,,,,,,,,,1,,,,,,
I,Panthera pardus,live,,GT,2,,1,,,,,1,,,,,1,1,,,,,,,,,,,
I,Panthera pardus,live,,HU,2,6,,2,2,2,3,1,1,,4,1,6,2,,,1,,,,1,1,,,
I,Panthera pardus,live,,ID,,2,6,1,1,5,1,1,,2,2,2,,,,,,,,,1,,,,
I,Panthera pardus,live,,IL,,2,2,2,,,,,,,,,,,1,,,,,,,,,,
I,Panthera pardus,live,,IN,,,,,,2,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,IR,,,,,,,,,,,2,,,,,,,,,,,,,,
I,Panthera pardus,live,,IT,1,9,7,,,,,,,,,,,,1,,2,4,3,,,,,,
I,Panthera pardus,live,,JO,,,,,2,,,3,,1,,,,,,,,,,,,,,,
I,Panthera pardus,live,,JP,,1,3,1,,4,1,2,,,2,,3,,2,,,,,,,,,,
I,Panthera pardus,live,,KG,,,,,,,,,,,,5,1,1,,,5,2,,,,,3,,
I,Panthera pardus,live,,KR,,,,,,,,,,,1,,,,,,,,,,2,,,,
I,Panthera pardus,live,,KZ,,,,,1,,3,3,,1,,,1,,,,3,,,,,,,,
I,Panthera pardus,live,,LB,,,,,,,,,,,,,1,,,,,,,,,,,,
I,Panthera pardus,live,,LK,,2,4,,2,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,LT,,2,,,,,,,,,,,,1,,,,,,,,,,,
I,Panthera pardus,live,,LV,,,,,2,,,,,1,,2,1,,,,,,,,,,,,
I,Panthera pardus,live,,MA,,,2,,,,,,,,1,1,,,,,2,2,,,,,,,
I,Panthera pardus,live,,MC,,,,,,1,1,2,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,MK,,,,,,,,,,,,,,,,1,,,,,,,,,
I,Panthera pardus,live,,ML,,,,,,,,,2,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,MT,,,6,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,MX,4,1,1,1,1,,,,6,,13,1,,1,7,1,1,,,,,1,,,
I,Panthera pardus,live,,MY,,,3,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,NA,,,1,,,,,,,,,,6,6,,,,,,,,,,,
I,Panthera pardus,live,,NL,,2,2,,,,,,,,,1,,1,,,1,,,,,,5,,
I,Panthera pardus,live,,NP,2,,,,2,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,PA,,,,,1,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,PE,,,,,,,,,1,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,PK,,8,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,PL,1,2,1,2,,,,,,,,,,1,,,,,,,,,,,
I,Panthera pardus,live,,PT,,,,,,,,,,3,,,2,,,,,1,,,,,,,
I,Panthera pardus,live,,RO,,,3,2,,2,,,,,,,,9,,,,,,,,,,,
I,Panthera pardus,live,,RS,,,,,,,,,,,3,,,,2,2,,,,,,,,,
I,Panthera pardus,live,,RU,11,12,2,9,12,1,,4,2,6,8,21,12,6,14,8,6,2,9,3,4,2,2,1,
I,Panthera pardus,live,,SA,1,,3,2,,,2,,,,,,,,2,,,,,,,,,,
I,Panthera pardus,live,,SD,,3,,3,2,2,3,2,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,SE,,,,,,,,,,,,2,,,,,,1,1,,4,,,,
I,Panthera pardus,live,,SG,,,1,,,1,1,1,,,,,,,,,,,,1,,,,,
I,Panthera pardus,live,,SI,1,,,,,,2,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,SK,1,,,1,,1,,,,,,,,,,,,,,,,,2,,
I,Panthera pardus,live,,SV,2,1,1,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,SZ,,,,,,,,,,1,,,,,,,,,,,,,,,
I,Panthera pardus,live,,TG,,2,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,TH,,,,,,,2,,,2,,,,,,,,2,,,,,,,
I,Panthera pardus,live,,TM,,,,,,,,,,2,,,,,,,,,,,,,,,
I,Panthera pardus,live,,TN,,,13,,,,,,,2,,,,,,1,,2,2,,,,,,
I,Panthera pardus,live,,TR,,,,,,,,,1,,,6,6,1,,,,,,,,,,,
I,Panthera pardus,live,,TZ,,,,,,,,,,,,1,,,,,,,,,,,,,
I,Panthera pardus,live,,UA,,,,5,3,,3,2,1,5,5,2,1,2,1,,,3,2,,4,,,1,
I,Panthera pardus,live,,US,9,20,18,11,2,,2,4,4,1,2,,1,2,,,,3,,,,,,,
I,Panthera pardus,live,,UZ,,,,,,,,,,,,4,,4,,,2,,,,,,2,,
I,Panthera pardus,live,,VN,,,,,,,,,,,,,,,,,,,,2,,,,,
I,Panthera pardus,live,,XX,,3,,2,,,,1,3,1,,,1,,1,,,,1,1,,,,,
I,Panthera pardus,live,,YE,,,1,,,,,6,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,ZA,,,2,,2,2,2,2,5,3,11,11,11,5,6,10,20,13,26,10,6,12,17,2,
I,Panthera pardus,live,,ZW,,,1,,2,,,,,,,,,,3,,,,,4,7,,,,
I,Panthera pardus,medicine,g,CN,,,,,,,,,,,,,,,,,,382,,110,,,,,
I,Panthera pardus,medicine,kg,CN,,,,,,,,,,,,,,,1.45,,,,,,,,,,
I,Panthera pardus,medicine,Number of specimens,CN,,,,,,,,,,,,,,,,,,,,120,755,90,6,,
I,Panthera pardus,medicine,Number of specimens,HK,,,,,,,,,,,,,,,,,,,,23,72,324,,,
I,Panthera pardus,medicine,Number of specimens,VN,,,,,,,,,,,,,,,,,,,,19,,,,,
I,Panthera pardus,medicine,,CH,,,,,,,,,,,,,,,,8,,,,,,,,,
I,Panthera pardus,medicine,,CN,,,,,,,,,,,,,383,55,6,337,20,288,203,,,,,,
I,Panthera pardus,medicine,,HK,,,,,,,,,,,,,,1,93,81,,6,,,,,,,
I,Panthera pardus,medicine,,SN,,,,,,,,,,,,,,,,,,,,1,,,,,
I,Panthera pardus,medicine,,US,,,,,,,,,,,,,,,,,3,,,,,,,,
I,Panthera pardus,medicine,,VN,,,,,,,,,,,,,,,,6,,,12,,,,,,
I,Panthera pardus,musk,,VN,,,,2,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,plates,,CA,,,,,,,,,2,,,,,,,,,,,,,,,,
I,Panthera pardus,plates,,CH,,,,,,1,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,plates,,IN,,,,1,,1,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,plates,,NG,,,1,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,plates,,XX,,6,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,plates,,ZA,,,3,1,1,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,plates,,ZW,,1,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,rug,Number of specimens,AU,,,,,,,,,,,,,,,,,,,,,,1,,,
I,Panthera pardus,rug,Number of specimens,GB,,,,,,,,,,,,,,,,,,,,,,5,1,5,
I,Panthera pardus,rug,Number of specimens,US,,,,,,,,,,,,,,,,,,,,1,,,,,
I,Panthera pardus,rug,Number of specimens,ZA,,,,,,,,,,,,,,,,,,,1,,,,,,
I,Panthera pardus,rug,Number of specimens,ZW,,,,,,,,,,,,,,,,,,,,1,,,,,
I,Panthera pardus,rug,,CL,,,,,,,,,,,,,,,,,,1,,,,,,,
I,Panthera pardus,rug,,GB,,,,,,,,,,,,,,,,1,1,1,7,,,,1,1,
I,Panthera pardus,rug,,NA,,,,,,,,,,,,,,,,,3,1,,,,,,,
I,Panthera pardus,rug,,ZA,,,,,,,,,,,,,,,,,2,,,,1,,,,
I,Panthera pardus,rug,,ZW,,,,,,,,,,,,,,,,2,1,1,,,,,,,
I,Panthera pardus,shoes,,SD,,,,,,,,4,,,,,,,,,,,,,,,,,
I,Panthera pardus,shoes,,SY,,,,2,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,shoes,,US,,,,,2,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,shoes,,XX,,,,2,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,shoes,,ZA,4,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,skeletons,Number of specimens,FR,,,,,,,,,,,,,,,,,,,,,1,,,,
I,Panthera pardus,skeletons,Number of specimens,TZ,,,,,,,,,,,,,,,,,,,,,,2,,,
I,Panthera pardus,skeletons,,MZ,,,,,,,,,,,,1,,,,,,,,,,,,,
I,Panthera pardus,skeletons,,TZ,1,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,skeletons,,ZA,,1,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,skeletons,,ZW,2,,,,,1,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,skin pieces,g,CI,30,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,skin pieces,kg,FR,,,,,,,,,,10,,,,,,,,,,,,,,,
I,Panthera pardus,skin pieces,Number of specimens,CA,,,,,,,,,,,,,,,,,,,,,,,1,,
I,Panthera pardus,skin pieces,Number of specimens,GH,,,,,,,,,,,,,,,,,,,,,,,,1,
I,Panthera pardus,skin pieces,Number of specimens,NA,,,,,,,,,,,,,,,,,,,,,700,,,,
I,Panthera pardus,skin pieces,Number of specimens,PE,,,,,,,,,,,,,,,,,,,,1,,,,,
I,Panthera pardus,skin pieces,Number of specimens,SZ,,,,,,,,,,,,,,,,,,,,,2,,,,
I,Panthera pardus,skin pieces,Number of specimens,ZA,,,,,,,,,,,,,,,,,,,,,,,1,,
I,Panthera pardus,skin pieces,,AE,,,,,,,,,,1,,,,,,,,,,,,,,,
I,Panthera pardus,skin pieces,,AU,,,,,,,,,,,,,,,,,,1,,,,,,,
I,Panthera pardus,skin pieces,,BD,,,,,1,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,skin pieces,,BR,,,,,,,,,,2,,,,,,,,,,,,,,,
I,Panthera pardus,skin pieces,,CA,,,,,,,,,,,,,,,,,4,,,,,,,,
I,Panthera pardus,skin pieces,,CH,,,,,,,,,,,,,,,1,,,,,,,,,,
I,Panthera pardus,skin pieces,,CI,,,,,,,,,,,,,,1,,,,,,,,,,,
I,Panthera pardus,skin pieces,,CN,,,,,,,,1,,,,,,,,,,,,,,,,,
I,Panthera pardus,skin pieces,,DE,,,,,,3,,,1,1,,,,,1,,,,,,,,,,
I,Panthera pardus,skin pieces,,DK,1,,1,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,skin pieces,,GA,,,,,,,,,,,,,5,,,,,,,,,,,,
I,Panthera pardus,skin pieces,,GB,,,4,1,,,,,1,,,,2,2,,,,,,,,,,,
I,Panthera pardus,skin pieces,,GH,,,,,,,,,2,,,,,,,,,,,,,,,,
I,Panthera pardus,skin pieces,,GM,,,,1,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,skin pieces,,LA,,,,,,1,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,skin pieces,,MX,,,,1,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,skin pieces,,MZ,,,,,,,,,,4,,,4,,,,,,,,,,,,
I,Panthera pardus,skin pieces,,NA,,,,,,,,,,,,1,,,,,,,,,,,,,
I,Panthera pardus,skin pieces,,NG,,,,,,,,,,1,1,,1,,,,,,2,,,,,,
I,Panthera pardus,skin pieces,,NI,,,,,,1,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,skin pieces,,NL,,,,,,,,,1,,,,,,,,,,,,,,,,
