App.,Taxon,Term,Unit,Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
I,Panthera tigris,teeth,,KW,,,,,,,,,,,,21,,,,,,,,,,,,,
I,Panthera tigris,teeth,,LA,1,2,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera tigris,teeth,,LR,,,,,2,,,,,,,,,,,,,,,,,,,,
I,Panthera tigris,teeth,,MY,,4,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera tigris,teeth,,NI,,,,1,,,,,,,,,,,,,,,,,,,,,
I,Panthera tigris,teeth,,SG,,1,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera tigris,teeth,,TH,,,,,,2,,,4,1,,,,3,,,,,,,,,,,
I,Panthera tigris,teeth,,TW,,5,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera tigris,teeth,,US,2,,,,,,,,,,,,,4,,,,,6,,,,,,
I,Panthera tigris,teeth,,VN,,,,,,,4,,2,1,4,1,2,2,,1,3,2,3,,,,,,
I,Panthera tigris,teeth,,XX,4,,,,,,,,,,,,,,,2,,,,,,,,,
I,Panthera tigris,trophies,Number of specimens,CA,,,,,,,,,,,,,,,,,,,,,,1,,,
I,Panthera tigris,trophies,Number of specimens,CH,,,,,,,,,,,,,,,,,,,,,3,,,,
I,Panthera tigris,trophies,Number of specimens,GB,,,,,,,,,,,,,,,,,,,,1,,,,,
I,Panthera tigris,trophies,Number of specimens,NL,,,,,,,,,,,,,,,,,,,,1,,,,,
I,Panthera tigris,trophies,Number of specimens,QA,,,,,,,,,,,,,,,,,,,,,,,1,,
I,Panthera tigris,trophies,,AE,,,,,,,,,,2,,2,1,,1,1,,,,,,,,,
I,Panthera tigris,trophies,,AM,,,,,,,,,,,,,,,,1,,,,,,,,,
I,Panthera tigris,trophies,,AT,,,,,,,,,,,,,1,,,,,,,,,,,,
I,Panthera tigris,trophies,,AU,,3,,1,1,2,1,1,,,,,1,1,,1,1,,,,,,,,
I,Panthera tigris,trophies,,BE,,,,,,,,,,,1,,3,,2,,,,,,,,,,
I,Panthera tigris,trophies,,BH,,,,,,,,,,,,,,,1,,,,,,,,,,
I,Panthera tigris,trophies,,CA,,,1,,,,,,,,,,,,6,,,,,,,,,,
I,Panthera tigris,trophies,,CH,,1,,,1,1,,,1,1,2,,,,,,,,,,,,,,
I,Panthera tigris,trophies,,DE,,,,,1,,1,,1,,,,,,,,,,,,,,,,
I,Panthera tigris,trophies,,FR,,1,,,,1,,,1,,,,,,,,,,,,,,,,
I,Panthera tigris,trophies,,GB,,,3,,4,,,,1,3,3,1,2,1,,1,,,2,1,,,,,
I,Panthera tigris,trophies,,IE,,,,,,,,,,,,,1,,,,,,,,,,,,
I,Panthera tigris,trophies,,IN,1,,,,1,,,,,,,,,,,,,,,,,,,,
I,Panthera tigris,trophies,,IT,,1,,,,,,,,,,,,1,,,,,,,,,,,
I,Panthera tigris,trophies,,JE,,,11,,,,,,,,,,,,,,,,,,,,,,
I,Panthera tigris,trophies,,LY,,,,,,,,,,,1,,,,,,,,,,,,,,
I,Panthera tigris,trophies,,MX,,,,,,,,,,,,,,,,,,,1,1,,,,,
I,Panthera tigris,trophies,,MY,,,,,,,,,,1,,,,,,,,,,,,,,,
I,Panthera tigris,trophies,,NL,,,,,,,1,,,,,,5,,5,1,,,,,,,,,
I,Panthera tigris,trophies,,OM,,,,,,,,,,,,1,,,,,,,,,,,,,
I,Panthera tigris,trophies,,SG,,,,,1,,,,,,,,,,,,,,,,,,,,
I,Panthera tigris,trophies,,US,,,,,,1,,,,,,,,,,,,,,,,,,,
I,Panthera tigris,trophies,,XX,,,,,,,,,,,,,,,3,1,,,,,,,,,
I,Panthera tigris,trophies,,ZA,1,,,2,4,,2,,,7,3,4,3,3,6,2,8,17,11,2,1,16,,,
I,Panthera tigris,unspecified,Number of specimens,MY,,,,,,,,,,,,,,,,,,,,,6,,,,
I,Panthera tigris,unspecified,,CH,1,1,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera tigris,unspecified,,CN,,1,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera tigris,unspecified,,EG,,,,,,,,,,,,,,,,,,,,,,2,,,
I,Panthera tigris,unspecified,,FI,,,,,,,,1,,,,,,,,,,,,,,,,,
I,Panthera tigris,unspecified,,GB,,,,,,,,,,,,,1,,,,,,,,,,,,
I,Panthera tigris,unspecified,,KR,3,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera tigris,unspecified,,TH,1,,,,,,,1,,,,,,,,,,,,,,,,,
I,Panthera uncia,bodies,Number of specimens,FR,,,,,,,,,,,,,,,,,,,,,1,2,,,
I,Panthera uncia,bodies,Number of specimens,KR,,,,,,,,,,,,,,,,,,,,,,,,1,
I,Panthera uncia,bodies,,CH,,,,,,,,,,1,,,,,,,,,,,,,,,
I,Panthera uncia,bodies,,DK,,,,,,,,,,,,,,,,,,,1,,,,,,
I,Panthera uncia,bodies,,KR,,,,,,,,2,,,,,,,,,,,2,,,,,,
I,Panthera uncia,carvings,,BE,,,,,,,,,,,,,1,,,,,,,,,,,,
I,Panthera uncia,carvings,,CH,,,,,,,,,,,,,,1,,,,,,,,,,,
I,Panthera uncia,garments,Number of specimens,GB,,,,,,,,,,,,,,,,,,,,,,,2,,
I,Panthera uncia,garments,,AF,,,,,,,,,,,,,,,1,,,,,,,,,,
I,Panthera uncia,garments,,ES,,,,,,,,,,,,,,1,,,,,,,,,,,
I,Panthera uncia,garments,,RU,,,,,,,,,,,,,,2,,,,,,,,,,,
I,Panthera uncia,hair,,MN,,,,,,,,,,,,,17,,8,,,,,,,,,,
I,Panthera uncia,hair,,US,,,,,,4,,,,,,,2,,,,,,,,,,,,
I,Panthera uncia,live,Number of specimens,AU,,,,,,,,,,,,,,,,,,,,,,,2,,
I,Panthera uncia,live,Number of specimens,CA,,,,,,,,,,,,,,,,,,,,1,,1,,,
I,Panthera uncia,live,Number of specimens,CH,,,,,,,,,,,,,,,,,,,,,,,,2,
I,Panthera uncia,live,Number of specimens,DE,,,,,,,,,,,,,,,,,,,,1,,3,1,2,
I,Panthera uncia,live,Number of specimens,GB,,,,,,,,,,,,,,,,,,,,1,1,,2,,
I,Panthera uncia,live,Number of specimens,IT,,,,,,,,,,,,,,,,,,,,,1,,,,
I,Panthera uncia,live,Number of specimens,PL,,,,,,,,,,,,,,,,,,,,,,,1,,
I,Panthera uncia,live,Number of specimens,US,,,,,,,,,,,,,,,,,,,,3,1,1,5,,
I,Panthera uncia,live,,AE,,,,,,,,,,,,,,,,,,,,3,,,,,
I,Panthera uncia,live,,AT,,,,,,,,,,,1,,,1,1,4,,,,,,,,,
I,Panthera uncia,live,,CA,,,1,4,1,2,,2,1,2,1,5,2,1,,2,,2,1,,,,,,
I,Panthera uncia,live,,CH,3,7,2,3,4,1,,2,3,3,1,2,3,2,1,2,3,,,,,,,4,
I,Panthera uncia,live,,CZ,,3,6,,2,,,,,,1,1,1,1,2,,,,1,,,1,,,
I,Panthera uncia,live,,DE,,2,,3,2,2,4,,1,1,1,,6,1,3,1,1,2,,1,,1,,,
I,Panthera uncia,live,,DK,,,,,,,,,1,1,,,,,,,,,1,,,,,,
I,Panthera uncia,live,,EE,1,1,1,1,,,2,1,,,,,,1,,,,,,,,,,,
I,Panthera uncia,live,,ES,,,,,,,,,,,,,1,,,,,,,,,,,,
I,Panthera uncia,live,,FI,1,,,,1,,1,,,,1,,,,,1,1,,,,,,,,
I,Panthera uncia,live,,FR,,,2,2,1,1,1,,1,,,1,1,,,6,4,1,1,1,,,,,
I,Panthera uncia,live,,GB,1,,,1,,,,,,,,,,,,,1,1,,1,,,2,,
I,Panthera uncia,live,,GY,,,,1,,,,,,,,,,,,,,,,,,,,,
I,Panthera uncia,live,,HR,,,,,1,,,,1,,1,,,,,,,,,,,,,,
I,Panthera uncia,live,,IE,,,,,,,,,1,,,,,,,,,,,,,,,,
I,Panthera uncia,live,,IT,,,,,,,,1,,,,,,1,1,,,,,,1,,,,
I,Panthera uncia,live,,JP,,,1,,,,1,,1,1,1,,,,,1,,,,,,,,,
I,Panthera uncia,live,,KG,,,,,,,,,,,,,2,,,,,,,,,,2,,
I,Panthera uncia,live,,KZ,1,,,,,,,,,,,,,,,,,,,,,,2,,
I,Panthera uncia,live,,LT,,,,,,,,,,,,1,,,,,,,,,,,,,
I,Panthera uncia,live,,MD,,,,,,,,,,,,,,,,1,1,,,,,,,,
I,Panthera uncia,live,,PK,,,,,,,1,,,,,,,,,,,,,,,,,,
I,Panthera uncia,live,,PL,1,,2,1,3,,,,1,,1,1,,2,,,,,,,,,,,
I,Panthera uncia,live,,RU,1,2,,,,,1,,,,,,1,2,3,3,,,2,1,,,,,
I,Panthera uncia,live,,SE,1,2,1,,,,,,,,1,2,,,,1,1,,,,,,,,
I,Panthera uncia,live,,SV,4,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera uncia,live,,TJ,,,,,,,,,,,,,,,,,,,2,1,,,,,
I,Panthera uncia,live,,US,,1,6,2,,1,1,,2,1,1,4,2,,,1,1,,,5,,,,,
I,Panthera uncia,live,,XX,2,,,,,,,,1,,,,1,,,,,,,,,1,,,
I,Panthera uncia,rug,Number of specimens,GB,,,,,,,,,,,,,,,,,,,,,,1,,1,
I,Panthera uncia,skeletons,,CH,,,,,,,,,,,,,,,1,,,,,,,,,,
I,Panthera uncia,skeletons,,FR,,,,,,1,,,,,,,,,,,,,,,,,,,
I,Panthera uncia,skins,Number of specimens,DE,,,,,,,,,,,,,,,,,,,,,1,,,,
I,Panthera uncia,skins,Number of specimens,GB,,,,,,,,,,,,,,,,,,,,,,1,,2,
I,Panthera uncia,skins,,AE,,,,,,,,,,,,,,,,4,,,,,,,,,
I,Panthera uncia,skins,,AF,,,,,3,,,,,,,,,,,,,,,,,,,,
I,Panthera uncia,skins,,AT,,,,,,,,,,,,,,,,,,2,,,,,,,
I,Panthera uncia,skins,,BT,,,,,,,,,,,,,,,,,,,1,1,,,,,
I,Panthera uncia,skins,,CA,,,,1,,,,,,,,,,,,,,,,,,,,,
I,Panthera uncia,skins,,DE,,,,,,,,,,,,,,,,,,,,,1,,,,
I,Panthera uncia,skins,,GB,,,,,,1,,1,,,,,,,,,,,,,,,,,
I,Panthera uncia,skins,,NL,,,,,,,,,,,,,,,1,,,,,,,,,,
I,Panthera uncia,skins,,NZ,,,2,,,,,,,,,,,,,,,,,,,,,,
I,Panthera uncia,skins,,PK,,,1,,,,,,,,,,,,,,,,,,,,,,
I,Panthera uncia,skulls,,JP,,,,,,,,,,,1,,,,,,,,,,,,,,
I,Panthera uncia,skulls,,MN,,,,,,,,,,1,2,,,,,,,,,,,,,,
I,Panthera uncia,specimens,g,CA,,,,,,,,,,,2,,,,,,,,,,,,,,
I,Panthera uncia,specimens,kg,CA,,,,,,,,,,,0.002,,,,,,,,,,,,,,
I,Panthera uncia,specimens,kg,KG,,,,,,,,,,,1,,,,,,,,,,,,,,
I,Panthera uncia,specimens,kg,MN,,,,,,,,,,,,,,,,,,,,,,,,20,
I,Panthera uncia,specimens,ml,MN,,,,,,,,,,,,,1,,,,,,,,,,,,
I,Panthera uncia,specimens,ml,US,,,,,,,,,,,,,,,,,,,,,,,,7,
I,Panthera uncia,specimens,Number of specimens,KG,,,,,,,,,,,,,,,,,,,,88,,,,,
I,Panthera uncia,specimens,,BR,,,,,50,,,,,,,,,,,,,,,,,,,,
I,Panthera uncia,specimens,,CA,,,,,,,,,,,,,,,,,,1,,,,,,,
I,Panthera uncia,specimens,,CH,,,,,,,,,,,,,1,,,,,,,,,,,,
I,Panthera uncia,specimens,,CN,,,,,,,,,,,1,,,,,,,,,,,,,,
I,Panthera uncia,specimens,,FR,,,,,,,,,,,,23,,,,,,,,,,,,,
I,Panthera uncia,specimens,,KG,,,,,,,,,,,,,,,,,,,,88,,,,,
I,Panthera uncia,specimens,,MN,,,,,,,62,,,,,,220,108,37,200,,,,,,,,,
I,Panthera uncia,specimens,,NA,,,,,,,,,,,1,,,,,,,,,,,,,,
I,Panthera uncia,specimens,,RU,,,,2,,,,,,,,,,,,,,,,97,,,,,
I,Panthera uncia,specimens,,SA,,,,,,,,,,,,,,,,,,1,,,,,,,
I,Panthera uncia,specimens,,TH,,,,,,,,,,,1,,,,,,,,,,,,,,
I,Panthera uncia,specimens,,US,,,,,,3,,,,,,,,,,,,,,,,,,,
I,Panthera uncia,teeth,,BE,,,,,,,,,,,,,,,,1,,,,,,,,,
I,Panthera uncia,unspecified,,RU,,,,,,,,,,,,,,2,,,,,,,,,,,
I,Pardofelis marmorata,bodies,,DK,,4,2,,,,,,,,,,,,,,,,,,,,,,
I,Pardofelis marmorata,bodies,,EE,,2,2,,,,,,,,,,,,,,,,,,,,,,
I,Pardofelis marmorata,bodies,,LV,,2,,,,,,,,,,,,,,,,,,,,,,,
I,Pardofelis marmorata,live,Number of specimens,AE,,,,,,,,,,,,,,,,,,,,,3,2,,,
I,Pardofelis marmorata,live,,AE,,,,,,,,,,,,,,,,,,,,1,,,,,
I,Pardofelis marmorata,live,,MY,,8,,,,,,,,,,,,,,,,,,,,,,,
I,Pardofelis marmorata,live,,TH,,,,,,8,,,,,,,,,,,,,,,,,,,
I,Pardofelis marmorata,skin pieces,,MY,,,,,,,,,,,13,,,,,,,,,,,,,,
I,Pardofelis marmorata,skins,,VN,6,,,,,,,,,,,,,,,,,,,,,,,,
I,Pardofelis marmorata,specimens,ml,VN,40,,,,,,,,,,,,,,,,,,,,,,,,
I,Pardofelis marmorata,specimens,,KH,,,2,,,,,,,,,,,,,,,,,,,,,,
I,Pardofelis marmorata,specimens,,LA,,,,,,,,1,,,,,,,,,,,,,,,,,
I,Pardofelis marmorata,specimens,,TH,,14,,,,,,,,,,,,,,,,,,,,,,,
I,Pardofelis marmorata,specimens,,US,,,,,,,,,,4,,,5,,,,2,,,,,,,,
I,Pardofelis marmorata,specimens,,VN,6,,,,,,,,,,,,,,,,,,,,,,,,
I,Prionailurus bengalensis,garments,,HK,,,,,,2,,,,,,,,,,,,,,,,,,,
I,Prionailurus bengalensis,garments,,IT,,,1,,,,,,,,,,,,,,,,,,,,,,
I,Prionailurus bengalensis,live,Number of specimens,SG,,,,,,,,,,,,,,,,,,,,,,1,,,
I,Prionailurus bengalensis,live,,CA,1,,,,,,,,,,,,,,,,,,,,,,,,
I,Prionailurus bengalensis,live,,DE,,,3,,,,,,,,,,,,,,,,,,,,,,
I,Prionailurus bengalensis,live,,KH,1,,,,,,,,,,,,,,,,,,,,,,,,
I,Prionailurus bengalensis,live,,KR,2,,,,,,,,,,,,,,,,,,,,,,,,
I,Prionailurus bengalensis,live,,MM,,,2,,,,,,,,,,,,,,,,,,,,,,
I,Prionailurus bengalensis,live,,MY,,1,,,,,,,,,3,,,,,,,,,,,,,,
I,Prionailurus bengalensis,live,,SG,,,,,,,,,,,,,,,,,,,,,,5,1,,
I,Prionailurus bengalensis,live,,TH,,,,,,10,,,,,,,,,,,,2,2,,,,,,
I,Prionailurus bengalensis,live,,XX,,,,,,,,,,,,,,,,,,,,,2,,,,
I,Prionailurus bengalensis,skin pieces,,MY,,,,,,,,,,,49,,,,,,,,,,,,,,
I,Prionailurus bengalensis,skins,,AF,,,,,20,,,,,,,,,,,,,,,,,,,,
I,Prionailurus bengalensis,skins,,HK,,,1,,,,,,,,,,,,,,,,,,,,,,
I,Prionailurus bengalensis,skins,,VN,6,,,,,,,,,,,,,,,,,,,,,,,,
I,Prionailurus bengalensis,specimens,flasks,TH,,,,,,,40,,,,,,,,,,,,,,,,,,
I,Prionailurus bengalensis,specimens,ml,VN,48,,,,,,,,,,,,,,,,,,,,,,,,
I,Prionailurus bengalensis,specimens,,KH,,,28,,,,,,,,,,,,,,,,,,,,,,
I,Prionailurus bengalensis,specimens,,TH,,231,,,,,,,,,,,,,,,,,,,,,,,
I,Prionailurus bengalensis bengalensis,bodies,,NL,,,,,,,,,,,,,,,,,,,,,,,,1,
I,Prionailurus bengalensis bengalensis,bodies,,VN,1,3,1,,,,,,,,,,,,,,,,,,,,,,
I,Prionailurus bengalensis bengalensis,bodies,,XX,,,1,,,,,,,,,,,,,,,,,,,,,,
I,Prionailurus bengalensis bengalensis,live,,CA,,,,,,,,2,,1,,,,,,,,,,,,,,,
I,Prionailurus bengalensis bengalensis,live,,CH,2,,,,,,,,,,,,,,,,,,,,,,,,
I,Prionailurus bengalensis bengalensis,live,,CZ,,,,3,,,,,,,,,,,,,,,,,,,,,
I,Prionailurus bengalensis bengalensis,live,,LV,,,,3,,,,,,,,,,,,,,,,,,,,,
I,Prionailurus bengalensis bengalensis,skins,,CN,,,,,,1,,,,,,,,,,,,,,,,,,,
I,Prionailurus bengalensis bengalensis,skins,,TH,,,1,,,,,,,,,,,,,,,,,,,,,,
I,Prionailurus bengalensis bengalensis,specimens,,TW,,2,,,,,,,,,,,,,,,,,,,,,,,
I,Prionailurus bengalensis bengalensis,specimens,,US,,,,,,,,,,1,,,17,,,,,,,,,,,,
I,Prionailurus bengalensis bengalensis,trophies,,VN,,,2,,,,,,,,,,,,,,,,,,,,,,
I,Prionailurus bengalensis bengalensis,trophies,,XX,,1,,,,,,,,,,,,,,,,,,,,,,,
I,Prionailurus hybrid,live,,US,,,,,,,,,2,,,,,,,,,,,,,,,,
I,Prionailurus planiceps,bodies,,CH,,,,,,,,,1,,,,,,,,,,,,,,,,
I,Prionailurus planiceps,bodies,,DE,,,,,,,,,,1,,,,,,,,,,,,,,,
I,Prionailurus planiceps,bodies,,MY,,1,,,,,,,,,,,,,,,,,,,,,,,
I,Prionailurus planiceps,skin pieces,,MY,,,,,,,,,,,4,,,,,,,,,,,,,,
I,Prionailurus planiceps,specimens,flasks,MY,,4,,,,,,,,,,,,,,,,,,,,,,,
I,Prionailurus planiceps,specimens,,MY,,4,,,,,,,,,,,,,,,,,,,,,,,
I,Prionailurus planiceps,specimens,,US,,,,,,,,,,11,,,,,,,,,,,,,,,
I,Prionailurus rubiginosus,live,,LK,,,,1,,,,,,,,,,,,,,,,,,,,,
I,Prionailurus spp.,feet,,LA,,,,,,1,,,,,,,,,,,,,,,,,,,
I,Prionailurus viverrinus,specimens,,KH,,,12,,,,,,,,,,,,,,,,,,,,,,
I,Puma concolor,bodies,,FR,,,,,,,,,,,,,,,,,,,,1,,,,,
I,Puma concolor,jewellery,,FR,,,,,,,,,,,,,,,,,,1,,,,,,,
I,Puma concolor,jewellery,,MC,,,,,,,,,,,,,,,,,,1,,,,,,,
I,Puma concolor,live,,BY,,,,,,,,,,,,,,,,1,,,,,,,,,
I,Puma concolor,live,,CS,,,,2,,,,,,,,,,,,,,,,,,,,,
I,Puma concolor,live,,DE,,,,2,,,,,,,,,,,,,,,,,,,,,
I,Puma concolor,live,,KG,,,,,,,,,,,,,,,,,,2,,,,,,,
I,Puma concolor,live,,RU,,,,,,,,,,,,,12,15,,2,,,,,,,,,
I,Puma concolor,live,,US,,,,4,,,,,,,,,,,,,,,,,,,,,
I,Puma concolor,live,,XX,,,,,,,,,,,,,,,4,,,,,,,,,,
I,Puma concolor,live,,ZA,,,,,,,,,,,,,,2,,,,,,,,,,,
I,Puma concolor,specimens,Number of specimens,CR,,,,,,,,,,,,,,,,,,,,,,35,,,
I,Puma concolor,specimens,,CR,,,,,,,,,,,49,,,,25,48,,,,,,,,,
I,Puma concolor,specimens,,US,,,,,,,,,,6,,,,,,,,,,,,,,,
I,Puma concolor,trophies,,AR,,,,,,,5,,,,,,6,,,2,,,,,,,,,
I,Puma concolor,trophies,,CA,,1,,,,,,,,,,,,,,,,,,,,,,,
I,Puma concolor,trophies,,US,,,,,,,,,,,,,,1,,,,,,,,1,,,
I,Puma concolor,trophies,,ZA,,,,,,,,,,,,,,,1,1,,,,,,,,,
I,Puma concolor couguar,bones,,AU,,,,,,,,,,,,,1,,,,,,,,,,,,
I,Puma concolor couguar,claws,,MX,,,,,,,,,1,,,,,,,,,,,,,,,,
I,Puma concolor couguar,live,,LV,,,,,3,,,,,,,,,,,,,,,,,,,,
I,Puma concolor couguar,live,,RU,5,1,,,3,,,3,,,,3,,,,,,,,1,,,,,
I,Puma concolor couguar,live,,UA,,,,,,,,,3,,,,,,,,,,,,,,,,
I,Puma concolor couguar,skulls,,AU,,,,,,,,,,,,,1,,,,,,,,,,,,
I,Puma concolor couguar,skulls,,CA,,,,,,,,,,,,,,1,,,,,,,,,,,
I,Puma concolor couguar,skulls,,US,,1,,,,,,,,,,,,,,,,,,,,,,,
I,Puma concolor couguar,specimens,ml,MX,,,,,,,,,,,,,0.5,,,,,,,,,,,,
I,Puma concolor couguar,specimens,,CA,,,,,,,,,,,,2,,,,,,,,,,,,,
I,Puma concolor couguar,specimens,,US,,,,,,,,,,52,,,,,,,,,,,,,,,
I,Puma concolor couguar,teeth,,PE,,,,,,,,,,,,,,,,3,,,,,,,,,
I,Puma concolor couguar,trophies,,AU,,,1,,,,,,,,,,,,,,,,,,,,,,
I,Puma concolor couguar,unspecified,,MX,,,,,,,,,,,,,1,,,,,,,,,,,,
II,Caracal aurata,bodies,Number of specimens,ZA,,,,,,,,,,,,,,,,,,,,,,,1,,
II,Caracal aurata,hair,,LR,,,,,,,,,,,,,,,1,,,,,,,,,,
II,Caracal aurata,live,Number of specimens,UG,,,,,,,,,,,,,,,,,,,,,,,4,10,
II,Caracal aurata,live,,CM,10,,,,,,,,,,,,,,,,,,,,,,,,
II,Caracal aurata,live,,GN,,,,,,,,,,4,,,,,,,,,,,,,,,
II,Caracal aurata,live,,MY,,2,,,,,,,,,,,,,,,,,,,,,,,
II,Caracal aurata,skulls,,TG,,,2,2,,,,,,,,,,,,,,,,,,,,,
II,Caracal aurata,specimens,,CD,,,,,,,,,,,,,,3,,,,,,,,,,,13
II,Caracal aurata,specimens,,GA,,,,,,,,,,,,,150,25,,,,,,,,,,,
II,Caracal aurata,specimens,,LR,,,,,,,,,,,,,,,1,,,,,,,,,,
II,Caracal aurata,trophies,,CM,1,,,,,,,,,,,,,,,,,,,,,,,,
II,Caracal aurata,trophies,,ZA,,,,,,,,,,,,,,,,,,,,,,1,,,
II,Caracal caracal,bodies,Number of specimens,BE,,,,,,,,,,,,,,,,,,,,,,,1,,
II,Caracal caracal,bodies,Number of specimens,NA,,,,,,,,,,,,,,,,,,,,,3,,4,,
II,Caracal caracal,bodies,Number of specimens,QA,,,,,,,,,,,,,,,,,,,4,,,,,,
II,Caracal caracal,bodies,Number of specimens,ZA,,,,,,,,,,,,,,,,,,,1,2,5,21,8,5,
II,Caracal caracal,bodies,,AE,,,,1,,,,,,,,,,,,,,,,,,,,,
II,Caracal caracal,bodies,,BE,,,,,,,,,,,,2,2,1,,,,,,,,,,,
II,Caracal caracal,bodies,,BL,,,,,,,,,,,,,,,,,,,,,,,1,,
II,Caracal caracal,bodies,,CA,,1,1,1,,,,3,,2,,,1,,,,,1,,,,,,,
II,Caracal caracal,bodies,,DE,,,,,,,,,,,,,,,,,1,,,,,,,,
II,Caracal caracal,bodies,,FR,,,,,,,,,,,,,,,1,1,,2,,,,,,,
II,Caracal caracal,bodies,,GB,,,,,,,,,,,,,,,,,,,1,,,,,,
II,Caracal caracal,bodies,,NA,,1,1,,1,,,,,1,4,2,4,1,2,,8,1,,,,,,,
II,Caracal caracal,bodies,,NL,,,,,,,,,,,,,,,,,,1,,,,,,,
II,Caracal caracal,bodies,,NO,,,,,,,,,,,,2,,,,,,,,,,,,,
II,Caracal caracal,bodies,,NZ,,,,,,,,,,,,,,,,,1,,,,,,,,
II,Caracal caracal,bodies,,ZA,8,3,1,8,1,4,3,7,18,12,24,28,29,10,11,8,27,11,5,8,9,8,11,,
II,Caracal caracal,bodies,,ZW,4,,,,,,,,,,,,,,,,,,,,,,,,
II,Caracal caracal,bones,,NA,1,1,,,,,,,,,,,6,1,,,,,,,,,,,
II,Caracal caracal,bones,,ZA,,1,,,,,,,,,2,,,,4,2,2,,,,,,,,
II,Caracal caracal,claws,,AE,,,,,,,4,4,,6,2,5,5,4,7,3,2,3,1,,,,,,
II,Caracal caracal,claws,,AM,,,,,,,,,,,,,,,,1,,,,,,,,,
II,Caracal caracal,claws,,CI,,,,,,,,,,,,,,,,,,,,1,,,,,
II,Caracal caracal,claws,,EG,,,,,,,,,,,,,,,,,1,,,,,,,,
II,Caracal caracal,claws,,IQ,,,,,,,,,,,,,,,,,,,1,,,,,,
II,Caracal caracal,claws,,LY,,,,,,,,4,,,2,,,,,,,,,,,,,,
II,Caracal caracal,claws,,MA,,,,,,,,,,,,,,,,,,1,,,,,,,
II,Caracal caracal,claws,,OM,,,,,,,,,,,,1,,,,2,,,,,,,,,
II,Caracal caracal,claws,,SA,,,,,,,,,,,,,,,,,,1,,,,,,,
II,Caracal caracal,claws,,SY,,,,,,,4,,,,,,,,,,,,,,,,,,
II,Caracal caracal,claws,,TN,,,,,,,,,2,,,,,,,,,,,,,,,,
II,Caracal caracal,claws,,UG,,,,,,,,,,,,,,,,1,1,,,,,,,,
II,Caracal caracal,claws,,ZA,,,4,3,,,,40,,,,,,,2,,,,,,,,,,
II,Caracal caracal,derivatives,,BH,,,,,,,,,,,,,,,2,,,,,,,,,,
II,Caracal caracal,derivatives,,ZA,,,,,,,,,,,,52,,1,,,1,,,,,,4,,
II,Caracal caracal,feet,,NG,,12,,,,,,,,,,,,,,,,,,,,,,,
II,Caracal caracal,feet,,ZA,8,8,,,,,,,,,,,,,,,,,,,,,,,
II,Caracal caracal,fur products (large),,AR,,,,,,,,,,,,,,,,,,600,,,,,,,
II,Caracal caracal,fur product (small),,US,,,,,,,,,,,,,,,,,1,,,,,,,,
II,Caracal caracal,garments,Number of specimens,ZA,,,,,,,,,,,,,,,,,,,,,,,,1,
II,Caracal caracal,garments,,ZA,,,,,,,,,,,,1,1,,,,,,,,,,,,
II,Caracal caracal,hair,,NA,,,,,,,,,,,,,,,,8,,,,,,,,,
II,Caracal caracal,hair,,TZ,,,,,,,,,10,,,,,,,,,,,,,,,,
II,Caracal caracal,hair,,ZA,,,,,,,,,,,,,,,,,191,,,,,,,,
II,Caracal caracal,leather products (large),,ZA,,,,,,,,,,,,,,,,1,,,,,,,,,
II,Caracal caracal,leather products (small),,CI,,,,,,,,,,,,,,,,,,,,1,,,,,
II,Caracal caracal,leather products (small),,SN,,,,,,,,,,,,,,,,,,,,2,,,,,
II,Caracal caracal,leather products (small),,US,,,,,,,,,,,,,,1,,,1,,,,,,,,
II,Caracal caracal,leather products (small),,ZA,1,,,,6,,1,,,,,,,,2,,,,,,,,,,
II,Caracal caracal,live,Number of specimens,AE,,,,,,,,,,,,,,,,,,,,,,,1,6,
II,Caracal caracal,live,Number of specimens,AM,,,,,,,,,,,,,,,,,,,,,,,4,,
II,Caracal caracal,live,Number of specimens,BE,,,,,,,,,,,,,,,,,,,,,2,2,,,
II,Caracal caracal,live,Number of specimens,BH,,,,,,,,,,,,,,,,,,,,,,,2,,
II,Caracal caracal,live,Number of specimens,CZ,,,,,,,,,,,,,,,,,,,,,,1,2,2,
II,Caracal caracal,live,Number of specimens,DE,,,,,,,,,,,,,,,,,,,,,,1,1,,
II,Caracal caracal,live,Number of specimens,ES,,,,,,,,,,,,,,,,,,,,,,,1,,
II,Caracal caracal,live,Number of specimens,FR,,,,,,,,,,,,,,,,,,,,,,1,,,
II,Caracal caracal,live,Number of specimens,GB,,,,,,,,,,,,,,,,,,,,,,5,1,6,
II,Caracal caracal,live,Number of specimens,KZ,,,,,,,,,,,,,,,,,,,,,,,,1,
II,Caracal caracal,live,Number of specimens,SI,,,,,,,,,,,,,,,,,,,,,,,,2,
II,Caracal caracal,live,Number of specimens,SY,,,,,,,,,,,,,,,,,,,,,,2,4,,
