App.,Taxon,Term,Unit,Country,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
II,Felidae hybrid,live,,UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,10,1,3,,,,
II,Felidae hybrid,live,,US,,,,,,,,,,,,,,,,,,,,,,,,,,18,8,11,4,3,4,60,64,31,10,33,40,65,50,2,6,20,623,18,1,,,,,
II,Felidae hybrid,live,,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
II,Felidae hybrid,trophies,Number of specimens,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,
II,Felidae hybrid,trophies,,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,
II,Felidae hybrid,trophies,,ZW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,
II,Felidae spp.,bodies,,BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
II,Felidae spp.,bodies,,BW,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,bodies,,CA,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,bodies,,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
II,Felidae spp.,bodies,,JP,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,bodies,,VN,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,bodies,,XX,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,bodies,,ZA,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,live,,AE,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,live,,AT,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,live,,BW,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,live,,CA,,,,,,,,2,,,,,,1,,,1,,,,,,,,13,,,,,,2,1,,,,,,,,,,,2,,,,,,,
II,Felidae spp.,live,,CN,,,,,,,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
II,Felidae spp.,live,,DE,,,,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,7,,4,3,,1,2,,1,,,,,,,
II,Felidae spp.,live,,EG,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,live,,FR,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,live,,GB,,,,,,,1,2,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,
II,Felidae spp.,live,,HK,,,,,,,,20,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,live,,IL,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,live,,IT,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,live,,JP,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,live,,KR,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,live,,MO,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,live,,MY,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,live,,NA,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,live,,NL,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,live,,NZ,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,2,2,,,1,,,,,,,,,,,,,,,,,,
II,Felidae spp.,live,,PE,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,live,,RU,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,live,,SA,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,live,,SG,,,,,,,,5,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,live,,SU,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,live,,TH,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,live,,US,,,,,,166,227,24,,,,,,,,,,,,2,9,,,,,,,,,,,,,,2,1,,2,7,,32,,,,,,,,,
II,Felidae spp.,live,,ZA,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,bags,TW,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,kg,CN,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,kg,GB,,,,,,,180,54,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,kg,KR,,,,,,,,601,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,AL,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,AO,,,,,,,,,,,,,,,,,,,7,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,AR,,,1826,25269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,AS,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,AT,,,739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,BO,,,,210,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,BR,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,BW,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,BZ,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,CA,,,,49,,,33,1,,,,,,1,,,,,,,,1,,1,767,2,1,,1,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,CD,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,CN,,,,,,,4566,6741,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,DE,,,501,82,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
II,Felidae spp.,skins,,DK,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,EG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,FR,,,,200,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,GB,,,800,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,GW,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,GY,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,HK,,,,,,,9,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,IN,,,3000,141,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,IT,,,,1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,KR,,,,770,,,500,4435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,LK,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,ML,,,,2844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,MX,,,,,,,,1,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,MZ,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,NA,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,NG,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,111,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,PA,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,PE,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,3,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,PY,,,1000,123807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,SD,,,250,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,SL,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,SR,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,SU,,,1500,2265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,TH,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,TT,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,TW,,,,,,,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,TZ,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,US,,,3903,,,,14,5,,,,,,,,,,,,,,139,,,3,3,,2,,1,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,VE,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,XX,,,501,,,3,8,6,2,3,2,8,,4,,,4,1,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,ZA,,,,,,1,,,16,,,,,,,,,,,,,,,,,1,,1,2,2,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,skins,,ZW,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,trophies,,CA,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,trophies,,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,trophies,,ET,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,trophies,,KR,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,trophies,,PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
II,Felidae spp.,trophies,,SG,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,trophies,,TH,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,trophies,,TZ,,,,,,,,,,,,,,,,,1,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,trophies,,XX,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
II,Felidae spp.,trophies,,ZA,,,,,,,,,1,,,,,2,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
II,Felidae spp.,trophies,,ZW,,,,,,,,,,,2,1,1,,,,,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis bengalensis,bodies,,CN,,,,,,,,532,17,10,384,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis bengalensis,bodies,,DE,,,,,,,,,,,102,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis bengalensis,live,,CA,,,,,,,,,,,,,,,4,3,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis bengalensis,live,,CN,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis bengalensis,live,,DD,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis bengalensis,live,,DE,,,,,,,,,,,,,,,1,,,2,2,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis bengalensis,live,,EE,,,,,,,,,,,,,,,,,,,8,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis bengalensis,live,,HU,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis bengalensis,live,,NL,,,,,,,,,,,,,,,,,3,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis bengalensis,live,,PL,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis bengalensis,live,,RU,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis bengalensis,live,,SU,,,,,,,,2,,4,,2,4,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis bengalensis,skins,kg,HK,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis bengalensis,skins,,AT,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis bengalensis,skins,,CH,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis bengalensis,skins,,CN,,,,,1900,,2900,120,690,39462,42172,20090,12900,,,,,,,,,,,2800,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis bengalensis,skins,,DD,,,,3770,5294,2823,2100,2230,950,150,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis bengalensis,skins,,DE,,,,192,6,,13,41,35,583,4755,67,2427,394,846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis bengalensis,skins,,FR,,,,,,,210,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis bengalensis,skins,,GB,,,,,,450,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis bengalensis,skins,,HK,,,,,,600,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis bengalensis,skins,,IT,,,,,,,,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis bengalensis,skins,,KP,,,,,5724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis bengalensis,skins,,SU,,,,,,,,2765,2140,530,370,,6833,4754,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis bengalensis,skins,,XX,,,,2330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis bieti,skins,,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,bodies,Number of specimens,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
II,Felis chaus,bodies,Number of specimens,QA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
II,Felis chaus,bodies,,EG,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,bodies,,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
II,Felis chaus,bodies,,IN,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,bodies,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
II,Felis chaus,bodies,,PK,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,bodies,,SU,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,live,Number of specimens,CZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
II,Felis chaus,live,Number of specimens,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
II,Felis chaus,live,Number of specimens,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
II,Felis chaus,live,,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
II,Felis chaus,live,,AT,,,,,,,,,,,,,,,6,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,live,,CA,,,,,2,,,,,,,,,,,,,,,,,,,3,1,2,3,,,,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,live,,CH,,,,,,,,,1,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,live,,CZ,,,,,,,,,,,,,,,,,,,2,6,2,,7,3,2,,7,,,,,,1,,,,,,,,2,,,1,,3,,,,
II,Felis chaus,live,,DD,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,live,,DE,,,,2,,,,,,,,,2,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,live,,EG,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,live,,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
II,Felis chaus,live,,GB,,,,6,,,3,2,2,,,1,2,4,,7,2,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,live,,HU,,,,,,,,,,,,,,,,,,,,,2,,1,,,,2,,,2,4,5,3,,,,,,,,,,,,,,,,,
II,Felis chaus,live,,LA,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,live,,LK,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,
II,Felis chaus,live,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
II,Felis chaus,live,,NL,,,1,,,,,2,2,3,1,,,,4,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,
II,Felis chaus,live,,PL,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,live,,RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,2,4,8,,,,,,,,
II,Felis chaus,live,,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,
II,Felis chaus,live,,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
II,Felis chaus,live,,SG,,,,,,,,,,,,,4,4,,,,,,,2,4,2,,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,live,,SK,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,
II,Felis chaus,live,,UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
II,Felis chaus,live,,US,,,,,,,,,,1,,,,,,,,,,,,3,,3,,,,,,,,,1,,,,,1,,,,,,,,,,,,
II,Felis chaus,live,,ZC,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,skins,,AF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,skins,,AT,,,,,,,,23,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,skins,,AU,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,skins,,CN,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,skins,,DE,,,,,119,336,,,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,skins,,GB,,,,,12696,907,,4400,3400,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,skins,,IN,,,,16,1080,193,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,skins,,NL,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,skins,,PK,,,,15,,12206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,skins,,SY,,,,,,,,363,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,skins,,US,,,,,3385,,,,,,,,,2218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,skins,,ZA,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,trophies,,GB,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis chaus,trophies,,PK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
II,Felis chaus,trophies,,ZA,,,,,,1,3,,1,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
II,Felis hybrid,live,Number of specimens,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
II,Felis hybrid,live,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,33,16,,,,,4,1,2,,,,,,,,,,,,,,,
II,Felis hybrid,live,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,3,,,1,,,2,,,,,,,,,
II,Felis hybrid,live,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,30,59,,25.2,,1,2,,,,,,,,,,,
II,Felis hybrid,trophies,,ZW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,
II,Felis lybica,bodies,Number of specimens,EG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
II,Felis lybica,bodies,Number of specimens,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
II,Felis lybica,bodies,Number of specimens,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
II,Felis lybica,bodies,Number of specimens,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
II,Felis lybica,bodies,,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
II,Felis lybica,bodies,,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
II,Felis lybica,bodies,,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,4,5,2,1,,
II,Felis lybica,live,Number of specimens,KZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
II,Felis lybica,live,Number of specimens,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,
II,Felis lybica,live,,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
