App.,Taxon,Term,Unit,Country,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
I,Panthera onca,skins,,BZ,,,,,,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,CA,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,2,3,,1,1,,,,,,,
I,Panthera onca,skins,,CH,,5,,,,,15,,3,,,,1,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,CO,,,,1,,2,1,1,1,,1,1,,2,1,1,1,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,CR,,,,,,,,,1,,,,1,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,DE,,17,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,16,1,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,DO,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,EC,,,,,,1,,,,,1,,,,1,1,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,GB,6,797,45,,,,,7,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,GT,,,,,,,,1,,1,1,,4,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,GY,,,1,,,1,,,1,2,,1,1,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,HN,,,,,,,1,,1,1,1,,,,1,3,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,IT,,,,17,47,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,JP,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,KE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,LU,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,MX,,,,,,2,2,,3,9,2,6,1,2,2,3,1,2,2,2,,,,,,2,,,,1,1,,,,,,,1,,1,,,,,,,,,,
I,Panthera onca,skins,,NI,,,,,,,1,,,,,,2,,,,1,2,,,,1,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,NO,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,PA,,,,,,2,,,,,,,1,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,PE,,,,,,2,,,,,,1,2,,,2,1,1,,,,,4,2,1,2,,42,,2,,,,,1,,,1,,,,,1,,,,,,,
I,Panthera onca,skins,,PF,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,PR,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,PY,,,,,,587,,,,,,1,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,SG,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,SV,,,,1,,,,1,,,1,,1,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,TH,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,TW,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,US,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,3,1,,,,,,
I,Panthera onca,skins,,UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
I,Panthera onca,skins,,VE,,,,,,,,,1,,1,3,2,,,3,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,VN,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,XX,,4,1,,1,15,12,8,13,7,9,7,10,6,10,3,9,8,6,5,,2,1,,1,4,,,1,,,1,,,,,,,,,,,,,,,,,,
I,Panthera onca,skins,,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,
I,Panthera onca,skins,,ZC,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,trophies,,BO,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,trophies,,BR,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,trophies,,DE,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,trophies,,ES,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,trophies,,GB,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,trophies,,GT,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,trophies,,MX,,,,,1,,,,1,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,trophies,,NL,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
I,Panthera onca,trophies,,TH,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,trophies,,US,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera onca,trophies,,XX,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
I,Panthera onca,trophies,,ZA,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,2,1,,1,1,,,
I,Panthera pardus,bodies,Number of specimens,BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
I,Panthera pardus,bodies,Number of specimens,BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
I,Panthera pardus,bodies,Number of specimens,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,
I,Panthera pardus,bodies,Number of specimens,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
I,Panthera pardus,bodies,Number of specimens,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
I,Panthera pardus,bodies,Number of specimens,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,1,
I,Panthera pardus,bodies,Number of specimens,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
I,Panthera pardus,bodies,Number of specimens,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,1,
I,Panthera pardus,bodies,Number of specimens,ZM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
I,Panthera pardus,bodies,,AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,bodies,,AT,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,bodies,,BE,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3,1,,2,,,,,,,,,,
I,Panthera pardus,bodies,,BR,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,bodies,,BT,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,bodies,,BW,,,1,,,,,,1,1,,,,,,,,,,,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
I,Panthera pardus,bodies,,CA,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,3,,3,,,,,,,,1,1,,,1,,1,1,1,,,,,
I,Panthera pardus,bodies,,CH,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,3,,1,,,,,,,,,
I,Panthera pardus,bodies,,CN,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,
I,Panthera pardus,bodies,,CZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
I,Panthera pardus,bodies,,DE,,,,,,,,,,1,,1,,11,1,,3,,1,,,,,,,,1,,,,,,4,,,,3,,,,,1,1,,,,,,,
I,Panthera pardus,bodies,,DK,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,bodies,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
I,Panthera pardus,bodies,,ET,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,bodies,,FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,
I,Panthera pardus,bodies,,FR,,,,,,,,1,,1,,,,,,,,,,,,6,,,1,3,,,1,2,3,,1,,2,,3,2,,1,,1,,1,3,,,,,
I,Panthera pardus,bodies,,GB,,,,1,,2,,2,,1,1,1,,,,,3,2,1,1,,,,,,,1,,,,,,,,2,,,2,,,,,,,1,,,1,,
I,Panthera pardus,bodies,,IE,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,bodies,,IL,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,bodies,,IN,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,bodies,,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
I,Panthera pardus,bodies,,JP,,,,,,,,,,,,3,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,bodies,,KE,,,,3,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,bodies,,KP,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,bodies,,KR,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,bodies,,KW,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,bodies,,LK,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,bodies,,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,bodies,,MX,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,bodies,,MZ,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
I,Panthera pardus,bodies,,NA,,,,,,,,,,,,,,,,,1,,1,1,,6,1,,,,,3,1,,,,1,2,1,13,3,1,,5,,7,,,,,,,,
I,Panthera pardus,bodies,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,
I,Panthera pardus,bodies,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,bodies,,OM,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,bodies,,PA,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,bodies,,RU,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,bodies,,SU,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,bodies,,TH,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,bodies,,TW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,
I,Panthera pardus,bodies,,TZ,,,,1,,,,,,,6,,4,,,,,,,,,2,,,3,2,2,,,,,,,,,,,2,7,,1,,1,,,,,,,
I,Panthera pardus,bodies,,UG,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,bodies,,US,,,,,,,,,,,2,,3,,,,,,1,1,2,1,1,5,,,,2,,,,,,4,2,,1,,,,1,,,,,2,,,,
I,Panthera pardus,bodies,,UY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
I,Panthera pardus,bodies,,XX,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,bodies,,ZA,,1,4,1,,,2,,2,2,3,23,26,5,,1,,,4,3,4,1,2,,2,7,1,,1,,1,,,2,9,6,9,13,3,2,4,10,3,3,1,1,,2,,1
I,Panthera pardus,bodies,,ZM,,,,,,,,,4,,,,,,,,,,,1,1,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,
I,Panthera pardus,bodies,,ZW,,,,,,,,1,5,1,,1,13,,16,,4,3,,9,6,4,2,,1,59,3,2,3,,3,,1,2,5,,,1,,1,,3,,,,,,,,
I,Panthera pardus,live,Number of specimens,AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,
I,Panthera pardus,live,Number of specimens,BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
I,Panthera pardus,live,Number of specimens,BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
I,Panthera pardus,live,Number of specimens,BH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
I,Panthera pardus,live,Number of specimens,CU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
I,Panthera pardus,live,Number of specimens,CY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
I,Panthera pardus,live,Number of specimens,CZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,4,
I,Panthera pardus,live,Number of specimens,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,
I,Panthera pardus,live,Number of specimens,DK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
I,Panthera pardus,live,Number of specimens,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,
I,Panthera pardus,live,Number of specimens,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,2,4,
I,Panthera pardus,live,Number of specimens,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,
I,Panthera pardus,live,Number of specimens,HU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
I,Panthera pardus,live,Number of specimens,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
I,Panthera pardus,live,Number of specimens,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,
I,Panthera pardus,live,Number of specimens,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
I,Panthera pardus,live,Number of specimens,KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
I,Panthera pardus,live,Number of specimens,KZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
I,Panthera pardus,live,Number of specimens,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
I,Panthera pardus,live,Number of specimens,MX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,23,,
I,Panthera pardus,live,Number of specimens,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
I,Panthera pardus,live,Number of specimens,SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
I,Panthera pardus,live,Number of specimens,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
I,Panthera pardus,live,Number of specimens,TZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
I,Panthera pardus,live,Number of specimens,UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,
I,Panthera pardus,live,Number of specimens,UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
I,Panthera pardus,live,Number of specimens,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
I,Panthera pardus,live,Number of specimens,YE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
I,Panthera pardus,live,Number of specimens,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,24,
I,Panthera pardus,live,,AE,,,,,,,,,,,,,,,,,,,1,,,,,4,,,,1,1,,,2,,1,2,5,3,1,6,,2,2,1,,4,,4,9,,
I,Panthera pardus,live,,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,Panthera pardus,live,,AN,,,,,,,,,,,,,,,,,,,,,,,7,,,,,1,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,AR,,,,,,,,,,,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,AT,,,,,,1,1,,1,,,1,,5,7,7,9,7,6,4,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,AU,,,2,,,,,,,,1,1,1,,4,3,,,1,1,1,1,1,,,4,,,,,,,,,,,,,,,,,,1,,,,,,
I,Panthera pardus,live,,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,
I,Panthera pardus,live,,BD,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,BE,,,,,,,,,,,,,,,1,,,,,3,,,,,3,,2,1,4,1,4,1,1,,1,,2,2,6,,,,1,2,,,,,,
I,Panthera pardus,live,,BG,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,BM,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,BR,,,,,,4,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,BS,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,BW,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,
I,Panthera pardus,live,,BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,,1,1,,,,,,,,,,
I,Panthera pardus,live,,CA,,4,13,10,24,,1,13,15,,7,3,9,3,21,10,4,2,1,1,22,13,17,7,10,2,8,24,15,2,,,2,1,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,CH,1,7,6,1,22,2,12,22,29,2,3,25,12,3,9,17,16,5,6,4,7,2,10,7,4,2,1,2,1,2,,3,,3,2,,,,1,,,,,,,,,,,
I,Panthera pardus,live,,CI,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,CL,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
I,Panthera pardus,live,,CM,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,CN,,,,,,,,2,1,,,,2,,,,2,,1,,,,,,,,,,,1,3,,,,,,,,,,3,,,6,,,,,,
I,Panthera pardus,live,,CO,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,CR,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,CU,,,,,,,,,,,,,,,,,,,,,,,,4,,2,2,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,CY,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
I,Panthera pardus,live,,CZ,,,,,,,,,,,,,,,,,,,10,8,3,6,4,1,4,1,4,3,2,2,2,,2,3,1,1,2,3,5,,5,2,1,5,,,2,6,4,
I,Panthera pardus,live,,DD,,,7,13,7,2,,,1,7,1,7,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,DE,4,4,10,7,24,17,9,15,13,8,10,9,10,13,8,4,11,17,9,14,15,3,7,3,3,4,3,4,4,1,2,2,1,,1,3,7,4,1,,2,4,1,1,,,,6,,2
I,Panthera pardus,live,,DK,,,3,,2,6,,2,,,,1,,,,,,,,,,,1,1,1,1,,2,,1,,3,,,,,1,,2,3,,,,,,,,,,
I,Panthera pardus,live,,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,EE,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,,,,,,,,1,,1,1,2,,,1,,,,,,,,
I,Panthera pardus,live,,EG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
I,Panthera pardus,live,,ES,,,,,,,,,,,,,7,,,,2,2,,,,,,,2,,,,,,,,,,,1,1,,,4,2,,,,3,,,,,
I,Panthera pardus,live,,FI,,,,,,,,,,,,1,2,2,2,2,,2,2,1,3,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,Panthera pardus,live,,FR,,,,1,,,,2,2,,3,,4,5,2,,,3,2,2,1,5,2,2,5,,3,,2,5,2,4,3,6,1,1,1,2,2,5,5,4,,1,1,,,2,,
I,Panthera pardus,live,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,
I,Panthera pardus,live,,GB,,4,5,15,,3,10,17,8,8,9,7,5,5,7,2,1,6,6,13,3,1,1,1,1,2,,,,,1,2,1,2,,,1,1,,,1,1,1,,,,,1,1,
I,Panthera pardus,live,,GE,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,
I,Panthera pardus,live,,GN,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
I,Panthera pardus,live,,GT,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,1,,,,,1,1,,,,,,,,,,,
I,Panthera pardus,live,,HK,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,HU,,,,,,,,,,2,,,,2,4,,3,1,6,,5,2,4,1,,2,6,,2,2,2,3,1,1,,4,1,6,2,,,1,,,,1,1,,,
I,Panthera pardus,live,,ID,,,,,,,,,,,,,,2,4,,,,,,,,,,,,2,6,1,1,5,1,1,,2,2,2,,,,,,,,,1,,,,
I,Panthera pardus,live,,IE,,,1,,,4,4,3,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,IL,,,,,,,,,7,,,,,,,,,1,,,,,,,,,2,2,2,,,,,,,,,,,1,,,,,,,,,,
I,Panthera pardus,live,,IN,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
I,Panthera pardus,live,,IT,,,,,,,1,,1,9,3,,,,3,,2,11,,,1,,1,4,1,1,9,7,,,,,,,,,,,,1,,2,4,3,,,,,,
I,Panthera pardus,live,,JO,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,2,,,3,,1,,,,,,,,,,,,,,,
I,Panthera pardus,live,,JP,,,,,,,2,6,1,7,9,7,2,4,12,2,3,8,,1,25,,2,3,1,,1,3,1,,4,1,2,,,2,,3,,2,,,,,,,,,,
I,Panthera pardus,live,,KE,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,Panthera pardus,live,,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,,,5,2,,,,,3,,
I,Panthera pardus,live,,KP,,,,,,,,,2,1,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
